1 0.0000 1.5219 1.5219
1 0.8631 2.2359 2.2359
2 1.2244 2.7255 2.7255
2 1.3222 3.0958 3.0958
2 1.5734 3.2389 3.3927
2 1.6402 3.3736 3.5069
3 1.7028 3.3278 3.6250
3 1.7131 3.4548 3.7345
3 1.7472 3.5724 3.8366
3 1.7143 3.5111 3.7871
4 1.7200 3.5219 3.7842
4 1.7170 3.5352 3.7849
4 1.7417 3.6412 3.8797
4 1.7201 3.5840 3.8279
4 1.7171 3.5698 3.8035
4 1.7095 3.5591 3.7835
4 1.7290 3.6574 3.8731
5 1.7144 3.6484 3.8562
5 1.7080 3.7404 3.9408
5 1.6988 3.7328 4.0213
5 1.7149 3.8193 4.0981
5 1.7050 3.9016 4.1715
5 1.6972 3.8789 4.1792
5 1.6875 3.8967 4.1879
5 1.7014 3.9147 4.1973
6 1.6947 3.9329 4.2074
6 1.6864 3.9065 4.1972
6 1.6976 3.9802 4.2630
6 1.6890 3.9656 4.2410
7 1.6794 3.9527 4.3043
7 1.6888 3.9726 4.3153
7 1.6792 3.9923 4.3267
7 1.6689 3.9667 4.3001
7 1.6770 4.0338 4.3594
8 1.6669 4.0532 4.4168
8 1.6563 4.1169 4.4724
8 1.6635 4.1186 4.4828
9 1.7341 4.1369 4.5360
9 1.7867 4.1552 4.5876
9 1.7756 4.2141 4.6377
10 1.7641 4.2713 4.6864
10 1.7524 4.3268 4.7337
10 1.7934 4.3422 4.7798
10 1.7814 4.3576 4.7869
11 1.7693 4.3729 4.7943
11 1.7737 4.4245 4.8382
11 1.7767 4.4747 4.8810
11 1.8096 4.4667 4.8877
11 1.7986 4.5153 4.9291
11 1.8006 4.5627 4.9695
11 1.8014 4.6090 5.0090
11 1.8092 4.5949 5.0024
12 1.7996 4.6399 5.0408
12 1.7898 4.6521 5.0467
12 1.7968 4.6525 5.0409
13 1.8023 4.6532 5.0780
13 1.8038 4.6960 5.1143
13 1.8083 4.7080 5.1201
13 1.8000 4.7016 5.1148
13 1.8013 4.7138 5.1210
13 1.8017 4.7259 5.1273
13 1.8059 4.7273 5.1337
14 1.7985 4.7171 5.1229
14 1.7988 4.7192 5.1194
14 1.7985 4.7214 5.1163
14 1.8024 4.7340 5.1236
14 1.7959 4.7365 5.1210
14 1.7955 4.7750 5.1545
14 1.7945 4.7774 5.1873
14 1.7982 4.7800 5.1847
15 1.7924 4.8172 5.2169
15 1.7915 4.8136 5.2238
15 1.7901 4.8256 5.2307
15 1.7936 4.8224 5.2226
15 1.7885 4.8344 5.2298
16 1.7831 4.8273 5.2282
16 1.7863 4.8393 5.2355
16 1.7811 4.8369 5.2286
16 1.7756 4.8348 5.2589
16 1.7786 4.8329 5.2522
17 1.7732 4.8450 5.2597
17 1.7677 4.8362 5.2495
17 1.7705 4.8484 5.2572
17 1.7650 4.8605 5.2864
17 1.7595 4.8938 5.3152
17 1.7621 4.8855 5.3093
19 1.7867 4.8973 5.3376
19 1.8084 4.8962 5.3448
19 1.8029 4.8916 5.3355
19 1.7972 4.8842 5.3303
20 1.7915 4.8886 5.3303
20 1.7858 4.8794 5.3219
20 1.8051 4.8914 5.3492
20 1.7993 4.8849 5.3383
20 1.8009 4.8850 5.3340
20 1.8021 4.8817 5.3299
20 1.8194 4.8736 5.3306
21 1.8138 4.8657 5.3208
21 1.8148 4.8780 5.3288
21 1.8153 4.8832 5.3369
21 1.8185 4.8885 5.3380
21 1.8134 4.8894 5.3641
22 1.8082 4.8947 5.3652
22 1.8029 4.9001 5.3908
22 1.8185 4.9055 5.3985
22 1.8132 4.9066 5.3953
22 1.8274 4.9047 5.4203
23 1.8221 4.9030 5.4279
23 1.8231 4.9013 5.4249
23 1.8239 4.8953 5.4493
23 1.8188 4.9074 5.4734
23 1.8728 4.9359 5.4973
23 1.8730 4.9414 5.5044
23 1.8730 4.9470 5.5278
23 1.8679 4.9486 5.5509
24 1.8627 4.9450 5.5577
25 1.8661 4.9397 5.5803
25 1.8662 4.9329 5.6028
25 1.8788 4.9388 5.6093
25 1.8903 4.9380 5.6313
25 1.8853 4.9316 5.6318
25 1.8853 4.9270 5.6535
25 1.8850 4.9266 5.6476
26 1.8803 4.9194 5.6446
26 1.8799 4.9170 5.6368
26 1.8793 4.9114 5.6433
26 1.8900 4.9380 5.6645
26 1.8855 4.9442 5.6653
26 1.8809 4.9503 5.6862
26 1.8763 4.9503 5.6809
27 1.8801 4.9529 5.7015
27 1.8834 4.9510 5.7219
27 1.8831 4.9460 5.7227
27 1.8826 4.9462 5.7428
27 1.8925 4.9446 5.7488
27 1.8883 4.9450 5.7548
27 1.8840 4.9419 5.7478
28 1.8836 4.9449 5.7674
28 1.8830 4.9480 5.7683
28 1.8823 4.9425 5.7692
28 1.8814 4.9414 5.7701
28 1.8775 4.9387 5.7894
28 1.8735 4.9347 5.7812
28 1.8727 4.9286 5.7790
28 1.8717 4.9263 5.7769
28 1.8706 4.9274 5.7830
28 1.8694 4.9286 5.7810
28 1.8787 4.9264 5.7823
29 1.8751 4.9219 5.7763
29 1.8715 4.9287 5.7777
29 1.8678 4.9324 5.7761
29 1.8641 4.9292 5.7745
29 1.8681 4.9307 5.7930
29 1.8717 4.9265 5.8114
29 1.8708 4.9263 5.8128
29 1.8698 4.9224 5.8309
29 1.8786 4.9458 5.8489
30 1.8751 4.9457 5.8451
30 1.8716 4.9409 5.8414
30 1.8707 4.9640 5.8591
30 1.8696 4.9677 5.8767
30 1.8685 4.9905 5.8941
30 1.8672 4.9903 5.8904
30 1.8640 4.9888 5.8851
