Aere 0.919788599867 4.80748752645 4.9618693529
AjdeJano 0.753928980359 3.74732303898 4.03033476228
BachCiaccona 2.0280790873 5.32193461948 7.25081826751
BemshaSwing 2.06601447088 5.42072600825 6.25037024161
BertaliAltro 2.03374659859 6.38614559184 7.96819589331
BertaliSonata1 2.36820069559 5.36225212671 7.37475472668
BertaliSonata2 2.38158973932 5.95262248717 7.91803397552
BlueMonk 2.17588040606 5.2454765854 7.1342949892
Bouree55 1.82883309003 5.36057312038 6.19742197336
Canone 1.80867329836 4.82109370991 5.83944989871
Caravan 2.02977822144 6.27890501596 7.43925691693
CazzatiCiaccona 1.54648532471 4.77025433724 5.68958276378
CazzatiPassacaglio 1.61958793506 4.70138976659 5.88390692645
ColtraineLazyBird 2.20943595956 6.51502298609 8.06948351853
CoreaCptnMarvel 2.09781477217 4.79117820409 6.09409503474
CorelliFolia 2.11774800909 5.60319276459 7.48474660211
Corsa 1.79779595019 4.64688287845 6.09876800955
Czardas 1.67922673359 3.06674883453 4.26836226828
DizzyConAlma 3.07081542217 7.17484176771 9.6429121693
Djurdjevdan 2.66268984332 4.51425257801 6.85983371868
Elettro 0.0 2.22089494748 2.22089494748
Finestra 1.79208834333 4.9619162922 5.63963028377
Flutto 2.02402116175 5.23958584831 6.566852418
Giga 1.15018548046 2.92745122496 3.8054967937
HaendelPassacaglia 2.14628819871 4.88296585583 6.76420017296
JovanoJovanke 1.33588612094 4.14969208676 4.75323053656
MakedonskoDevojce 1.07890237796 3.69110054633 4.43213500587
MilesDavis 1.74039496191 5.40779361319 6.46034010501
Mittel 1.69214713673 4.609878824 5.47216829301
MonkRoundMidnight 2.34728222015 6.0422367516 7.17701754799
Morricone 1.50682807054 5.4821366464 6.421284871
PetruccianiBrazilian 2.24020876657 5.55324160657 7.50422046016
Privazione 2.06674493661 4.93369604264 6.09669061224
Prolecic 1.02847932456 3.71578014635 4.41076951457
ReelIrlandais 0.383695056967 3.98247364045 4.26760111342
ReMinArm 2.1329596695 4.23052175579 5.25210529247
SchoenbergLeichtZart 2.73109184161 4.87239272854 6.64034083717
SoNiceBossaNova 1.80139884727 4.76186852248 5.81028004905
Tassello 0.978077976066 3.78663168606 4.53443427294
VitaliCiaccona 2.37674750635 5.06241627918 6.93677787541
