1 1.0000 1.0000 2.0000
1 1.5567 1.4488 2.8074
2 1.4355 1.5305 2.7255
4 1.6858 1.7899 2.8454
4 1.7925 1.7296 3.0221
5 1.8339 1.9878 3.1808
5 1.8424 2.0742 3.3249
6 1.8323 2.2892 3.4566
6 1.8829 2.3585 3.5778
6 1.9040 2.4248 3.6901
6 1.8911 2.4466 3.6835
7 1.8710 2.4703 3.7871
7 1.8464 2.4710 3.7842
7 1.8190 2.4750 3.7849
8 1.7899 2.5040 3.7888
8 1.7599 2.5334 3.7951
8 1.7296 2.5425 3.7721
9 1.9027 2.5533 3.8635
9 1.9878 2.5514 3.9501
9 2.0407 2.5518 4.0323
9 2.0084 2.5540 4.0122
9 1.9763 2.5479 3.9952
10 1.9446 2.5357 3.9647
10 1.9710 2.6595 4.0424
11 1.9414 2.6642 4.0306
11 1.9122 2.7794 4.1044
11 1.9520 2.7744 4.1163
11 1.9803 2.7708 4.1287
11 2.0000 2.7869 4.1972
12 1.9746 2.7789 4.1753
12 1.9495 2.7723 4.1556
12 1.9247 2.7618 4.1285
13 1.9002 2.7639 4.1128
13 1.9242 2.7514 4.1779
13 1.9010 2.7447 4.1548
14 1.8781 2.7937 4.1711
14 1.8978 2.8241 4.2327
14 1.9127 2.8349 4.2480
14 1.9238 2.8538 4.2633
14 1.9038 2.8452 4.2381
15 1.8840 2.8458 4.2207
15 1.8645 2.8357 4.1987
15 1.8452 2.9204 4.2562
16 1.8671 2.9632 4.2727
16 1.8486 2.9683 4.2747
16 1.8303 2.9792 4.2771
17 1.8123 2.9702 4.2542
17 1.8314 2.9683 4.2716
17 1.8142 2.9582 4.2506
18 1.7971 3.0337 4.3035
18 1.7803 3.0237 4.2800
18 1.7638 3.0625 4.2975
19 1.7475 3.0510 4.2757
19 1.7653 3.0474 4.2811
19 1.7496 3.0353 4.2581
20 1.7341 3.0357 4.2508
20 1.7189 3.0268 4.2297
20 1.7039 3.0312 4.2294
21 1.7203 3.0986 4.2786
21 1.7059 3.0883 4.2566
22 1.6916 3.0895 4.2515
22 1.7063 3.0975 4.2992
22 1.6926 3.0870 4.2768
23 1.6790 3.0866 4.2684
23 1.6923 3.0757 4.2869
23 1.6792 3.0667 4.2684
