5 0.0000 0.0000 0.0000
5 0.0000 1.0000 1.0000
5 0.0000 1.5850 1.5850
5 0.8113 1.5000 2.0000
5 1.3710 1.9219 2.3219
5 1.4591 2.2516 2.5850
5 1.3788 2.5216 2.8074
5 1.5000 2.5000 3.0000
5 1.8366 2.7255 3.1699
5 1.8464 2.9219 3.3219
5 1.8231 3.0958 3.4594
5 1.7842 3.2516 3.5850
6 1.8262 3.2389 3.7004
6 1.7885 3.2359 3.8074
6 1.7819 3.2402 3.9069
6 1.8829 3.2028 4.0000
6 1.9328 3.3372 4.0875
6 1.9547 3.4613 4.1699
6 1.9593 3.5766 4.2479
7 1.9855 3.5842 4.3219
7 1.9952 3.5352 4.2971
7 1.9940 3.5503 4.3685
7 1.9853 3.5670 4.4366
7 2.1524 3.6683 4.5016
7 2.1430 3.7639 4.5639
7 2.1285 3.7483 4.6235
7 2.1104 3.7360 4.6067
7 2.1020 3.7534 4.6645
7 2.2460 3.7714 4.7200
7 2.2519 3.7647 4.7069
7 2.2336 3.8489 4.7606
7 2.2133 3.9292 4.8125
7 2.2049 3.9455 4.8626
7 2.1855 3.9620 4.9110
7 2.1988 4.0360 4.9579
7 2.2058 4.0515 4.9477
7 2.2079 4.0468 4.9932
7 2.1915 4.1158 5.0374
7 2.1871 4.1311 5.0803
8 2.2511 4.1964 5.1219
8 2.2348 4.2107 5.1624
8 2.2361 4.2728 5.2018
8 2.2794 4.2863 5.2402
8 2.2899 4.3454 5.2776
8 2.2962 4.3413 5.3141
8 2.2989 4.3381 5.3496
8 2.2987 4.3253 5.3844
9 2.3293 4.3813 5.4183
9 2.3268 4.3948 5.4514
9 2.3224 4.3835 5.4839
9 2.3164 4.3660 5.4763
9 2.3090 4.3661 5.5081
9 2.3627 4.4188 5.5392
9 2.3539 4.3978 5.5187
9 2.3441 4.3899 5.5495
9 2.3368 4.3763 5.5439
9 2.3269 4.3636 5.5389
9 2.3164 4.3665 5.5346
9 2.3399 4.3698 5.5648
9 2.3290 4.3652 5.5610
9 2.4115 4.3551 5.5905
9 2.3994 4.3516 5.6194
9 2.3868 4.3344 5.5963
9 2.3739 4.3321 5.5938
9 2.3608 4.3201 5.5916
9 2.4080 4.3052 5.6202
