Track Name @0 0ms C0 T0 [ control track ]
Text @0 0ms C0 T0 [ creator:  ]
Text @0 0ms C0 T0 [ GNU LilyPond 2.14.2            ]
Time Signature @0 0ms C0 T0 [ 4/4  metro: 18  32nds: 8 ]
Set Tempo @0 0ms C0 T0 [ mpqn: 750000 tempo: 80 ]
Program Change @0 0ms C0 T1 [ 0x28 ]
Instrument Name @0 0ms C0 T1 [ violin ]
Note On @21024 41062ms C0 T1 [ C-6(72) 0 ]
Note On @21024 41062ms C0 T1 [ B-5(71) 90 ]
Note On @21120 41250ms C0 T1 [ B-5(71) 0 ]
Note On @21120 41250ms C0 T1 [ C-6(72) 90 ]
Note On @21120 41250ms C2 T3 [ F-5(65) 0 ]
Note On @21120 41250ms C2 T3 [ C-6(72) 90 ]
Note On @21312 41625ms C0 T1 [ C-6(72) 0 ]
Note On @21312 41625ms C0 T1 [ A-5(69) 90 ]
Note On @21312 41625ms C2 T3 [ C-6(72) 0 ]
Note On @21312 41625ms C2 T3 [ F-5(65) 90 ]
Note On @21504 42000ms C0 T1 [ A-5(69) 0 ]
Note On @21504 42000ms C0 T1 [ G-5(67) 90 ]
Note On @21504 42000ms C1 T2 [ G-5(67) 0 ]
Note On @21504 42000ms C1 T2 [ C-5(60) 0 ]
Note On @21504 42000ms C1 T2 [ E-5(64) 0 ]
Note On @21504 42000ms C1 T2 [ G-5(67) 90 ]
Note On @21504 42000ms C1 T2 [ B-5(71) 90 ]
Note On @21504 42000ms C1 T2 [ D-6(74) 90 ]
Note On @21504 42000ms C2 T3 [ F-5(65) 0 ]
Note On @21504 42000ms C2 T3 [ D-5(62) 90 ]
Note On @21600 42187ms C0 T1 [ G-5(67) 0 ]
Note On @21600 42187ms C0 T1 [ B-5(71) 90 ]
Note On @21696 42375ms C0 T1 [ B-5(71) 0 ]
Note On @21696 42375ms C0 T1 [ C-6(72) 90 ]
Note On @21696 42375ms C2 T3 [ D-5(62) 0 ]
Note On @21696 42375ms C2 T3 [ E-5(64) 90 ]
Note On @21792 42562ms C0 T1 [ C-6(72) 0 ]
Note On @21792 42562ms C0 T1 [ B-5(71) 90 ]
Note On @21888 42750ms C0 T1 [ B-5(71) 0 ]
Note On @21888 42750ms C0 T1 [ A-5(69) 90 ]
Note On @21888 42750ms C2 T3 [ E-5(64) 0 ]
Note On @21888 42750ms C2 T3 [ F-5(65) 90 ]
Note On @22080 43125ms C0 T1 [ A-5(69) 0 ]
Note On @22080 43125ms C0 T1 [ D-6(74) 90 ]
Note On @22080 43125ms C2 T3 [ F-5(65) 0 ]
Note On @22080 43125ms C2 T3 [ G-5(67) 90 ]
Note On @22176 43312ms C0 T1 [ D-6(74) 0 ]
Note On @22176 43312ms C0 T1 [ C-6(72) 90 ]
Note On @22272 43500ms C0 T1 [ C-6(72) 0 ]
Note On @22272 43500ms C0 T1 [ B-5(71) 90 ]
Note On @22272 43500ms C2 T3 [ G-5(67) 0 ]
Note On @22272 43500ms C2 T3 [ F-5(65) 90 ]
Note On @22368 43687ms C0 T1 [ B-5(71) 0 ]
Note On @22368 43687ms C0 T1 [ A-5(69) 90 ]
Note On @22464 43875ms C0 T1 [ A-5(69) 0 ]
Note On @22464 43875ms C0 T1 [ B-5(71) 90 ]
Note On @22464 43875ms C2 T3 [ F-5(65) 0 ]
Note On @22464 43875ms C2 T3 [ E-5(64) 90 ]
Note On @22560 44062ms C0 T1 [ B-5(71) 0 ]
Note On @22560 44062ms C0 T1 [ C-6(72) 90 ]
Note On @22656 44250ms C0 T1 [ C-6(72) 0 ]
Note On @22656 44250ms C0 T1 [ G-5(67) 90 ]
Note On @22656 44250ms C2 T3 [ E-5(64) 0 ]
Note On @22656 44250ms C2 T3 [ D-5(62) 90 ]
Note On @22848 44625ms C0 T1 [ G-5(67) 0 ]
Note On @22848 44625ms C0 T1 [ B-5(71) 90 ]
Note On @22848 44625ms C2 T3 [ D-5(62) 0 ]
Note On @22848 44625ms C2 T3 [ F-5(65) 90 ]
Note On @23040 45000ms C0 T1 [ B-5(71) 0 ]
Note On @23040 45000ms C0 T1 [ G-5(67) 90 ]
Note On @23040 45000ms C1 T2 [ G-5(67) 0 ]
Note On @23040 45000ms C1 T2 [ B-5(71) 0 ]
Note On @23040 45000ms C1 T2 [ D-6(74) 0 ]
Note On @23040 45000ms C1 T2 [ B-5(71) 90 ]
Note On @23040 45000ms C1 T2 [ D-6(74) 90 ]
Note On @23040 45000ms C1 T2 [ F#-6(78) 90 ]
Note On @23040 45000ms C2 T3 [ F-5(65) 0 ]
Note On @23040 45000ms C2 T3 [ G-5(67) 90 ]
Note On @23136 45187ms C0 T1 [ G-5(67) 0 ]
Note On @23136 45187ms C0 T1 [ B-5(71) 90 ]
Note On @23232 45375ms C0 T1 [ B-5(71) 0 ]
Note On @23232 45375ms C0 T1 [ A-5(69) 90 ]
Note On @23232 45375ms C2 T3 [ G-5(67) 0 ]
Note On @23232 45375ms C2 T3 [ A-5(69) 90 ]
Note On @23328 45562ms C0 T1 [ A-5(69) 0 ]
Note On @23328 45562ms C0 T1 [ B-5(71) 90 ]
Note On @23424 45750ms C0 T1 [ B-5(71) 0 ]
Note On @23424 45750ms C0 T1 [ C-6(72) 90 ]
Note On @23424 45750ms C2 T3 [ A-5(69) 0 ]
Note On @23424 45750ms C2 T3 [ B-5(71) 90 ]
Note On @23520 45937ms C0 T1 [ C-6(72) 0 ]
Note On @23520 45937ms C0 T1 [ B-5(71) 90 ]
Note On @23616 46125ms C0 T1 [ B-5(71) 0 ]
Note On @23616 46125ms C0 T1 [ A-5(69) 90 ]
Note On @23616 46125ms C2 T3 [ B-5(71) 0 ]
Note On @23616 46125ms C2 T3 [ C-6(72) 90 ]
Note On @23712 46312ms C0 T1 [ A-5(69) 0 ]
Note On @23712 46312ms C0 T1 [ B-5(71) 90 ]
Note On @23808 46500ms C0 T1 [ B-5(71) 0 ]
Note On @23808 46500ms C0 T1 [ D-6(74) 90 ]
Note On @23808 46500ms C2 T3 [ C-6(72) 0 ]
Note On @23808 46500ms C2 T3 [ B-5(71) 90 ]
Note On @23904 46687ms C0 T1 [ D-6(74) 0 ]
Note On @23904 46687ms C0 T1 [ C-6(72) 90 ]
Note On @24000 46875ms C0 T1 [ C-6(72) 0 ]
Note On @24000 46875ms C0 T1 [ B-5(71) 90 ]
Note On @24000 46875ms C2 T3 [ B-5(71) 0 ]
Note On @24000 46875ms C2 T3 [ A-5(69) 90 ]
Note On @24096 47062ms C0 T1 [ B-5(71) 0 ]
Note On @24096 47062ms C0 T1 [ C-6(72) 90 ]
Note On @24192 47250ms C0 T1 [ C-6(72) 0 ]
Note On @24192 47250ms C0 T1 [ D-6(74) 90 ]
Note On @24192 47250ms C2 T3 [ A-5(69) 0 ]
Note On @24192 47250ms C2 T3 [ D-6(74) 90 ]
Note On @24288 47437ms C0 T1 [ D-6(74) 0 ]
Note On @24288 47437ms C0 T1 [ B-5(71) 90 ]
Note On @24384 47625ms C0 T1 [ B-5(71) 0 ]
Note On @24384 47625ms C0 T1 [ D-6(74) 90 ]
Note On @24480 47812ms C0 T1 [ D-6(74) 0 ]
Note On @24480 47812ms C0 T1 [ C-6(72) 90 ]
Note On @24576 48000ms C0 T1 [ C-6(72) 0 ]
Note On @24576 48000ms C0 T1 [ D-6(74) 90 ]
Note On @24576 48000ms C1 T2 [ B-5(71) 0 ]
Note On @24576 48000ms C1 T2 [ D-6(74) 0 ]
Note On @24576 48000ms C1 T2 [ F#-6(78) 0 ]
Note On @24576 48000ms C1 T2 [ A-5(69) 90 ]
Note On @24576 48000ms C1 T2 [ F-5(65) 90 ]
Note On @24576 48000ms C1 T2 [ D-5(62) 90 ]
Note On @24576 48000ms C2 T3 [ D-6(74) 0 ]
Note On @24576 48000ms C2 T3 [ A-5(69) 90 ]
Note On @24672 48187ms C0 T1 [ D-6(74) 0 ]
Note On @24672 48187ms C0 T1 [ F-6(77) 90 ]
Note On @24672 48187ms C2 T3 [ A-5(69) 0 ]
Note On @24672 48187ms C2 T3 [ D-6(74) 90 ]
Note On @24768 48375ms C0 T1 [ F-6(77) 0 ]
Note On @24768 48375ms C0 T1 [ A-6(81) 90 ]
Note On @24768 48375ms C2 T3 [ D-6(74) 0 ]
Note On @24768 48375ms C2 T3 [ C-6(72) 90 ]
Note On @24864 48562ms C0 T1 [ A-6(81) 0 ]
Note On @24864 48562ms C0 T1 [ F-6(77) 90 ]
Note On @24864 48562ms C2 T3 [ C-6(72) 0 ]
Note On @24864 48562ms C2 T3 [ B-5(71) 90 ]
Note On @24960 48750ms C0 T1 [ F-6(77) 0 ]
Note On @24960 48750ms C0 T1 [ D-6(74) 90 ]
Note On @24960 48750ms C2 T3 [ B-5(71) 0 ]
Note On @24960 48750ms C2 T3 [ C-6(72) 90 ]
Note On @25056 48937ms C0 T1 [ D-6(74) 0 ]
Note On @25056 48937ms C0 T1 [ F-6(77) 90 ]
Note On @25056 48937ms C2 T3 [ C-6(72) 0 ]
Note On @25056 48937ms C2 T3 [ B-5(71) 90 ]
Note On @25152 49125ms C0 T1 [ F-6(77) 0 ]
Note On @25152 49125ms C0 T1 [ A-6(81) 90 ]
Note On @25152 49125ms C2 T3 [ B-5(71) 0 ]
Note On @25152 49125ms C2 T3 [ A-5(69) 90 ]
Note On @25248 49312ms C0 T1 [ A-6(81) 0 ]
Note On @25248 49312ms C0 T1 [ F-6(77) 90 ]
Note On @25248 49312ms C2 T3 [ A-5(69) 0 ]
Note On @25248 49312ms C2 T3 [ E-6(76) 90 ]
Note On @25344 49500ms C0 T1 [ F-6(77) 0 ]
Note On @25344 49500ms C0 T1 [ D-6(74) 90 ]
Note On @25344 49500ms C2 T3 [ E-6(76) 0 ]
Note On @25344 49500ms C2 T3 [ D-6(74) 90 ]
Note On @25440 49687ms C0 T1 [ D-6(74) 0 ]
Note On @25440 49687ms C0 T1 [ A-6(81) 90 ]
Note On @25440 49687ms C2 T3 [ D-6(74) 0 ]
Note On @25440 49687ms C2 T3 [ C-6(72) 90 ]
Note On @25536 49875ms C0 T1 [ A-6(81) 0 ]
Note On @25536 49875ms C0 T1 [ F-6(77) 90 ]
Note On @25536 49875ms C2 T3 [ C-6(72) 0 ]
Note On @25536 49875ms C2 T3 [ B-5(71) 90 ]
Note On @25632 50062ms C0 T1 [ F-6(77) 0 ]
Note On @25632 50062ms C0 T1 [ D-6(74) 90 ]
Note On @25632 50062ms C2 T3 [ B-5(71) 0 ]
Note On @25632 50062ms C2 T3 [ A-5(69) 90 ]
Note On @25728 50250ms C0 T1 [ D-6(74) 0 ]
Note On @25728 50250ms C0 T1 [ F-6(77) 90 ]
Note On @25728 50250ms C2 T3 [ A-5(69) 0 ]
Note On @25728 50250ms C2 T3 [ C-6(72) 90 ]
Note On @25920 50625ms C0 T1 [ F-6(77) 0 ]
Note On @25920 50625ms C0 T1 [ E-6(76) 90 ]
Note On @26112 51000ms C0 T1 [ E-6(76) 0 ]
Note On @26112 51000ms C0 T1 [ A-5(69) 90 ]
Note On @26112 51000ms C1 T2 [ A-5(69) 0 ]
Note On @26112 51000ms C1 T2 [ F-5(65) 0 ]
Note On @26112 51000ms C1 T2 [ D-5(62) 0 ]
Note On @26112 51000ms C1 T2 [ A-5(69) 90 ]
Note On @26112 51000ms C1 T2 [ C-6(72) 90 ]
Note On @26112 51000ms C1 T2 [ E-6(76) 90 ]
Note On @26112 51000ms C2 T3 [ C-6(72) 0 ]
Note On @26112 51000ms C2 T3 [ C-6(72) 90 ]
Note On @26208 51187ms C0 T1 [ A-5(69) 0 ]
Note On @26208 51187ms C0 T1 [ E-6(76) 90 ]
Note On @26208 51187ms C2 T3 [ C-6(72) 0 ]
Note On @26208 51187ms C2 T3 [ E-6(76) 90 ]
Note On @26304 51375ms C0 T1 [ E-6(76) 0 ]
Note On @26304 51375ms C0 T1 [ D-6(74) 90 ]
Note On @26304 51375ms C2 T3 [ E-6(76) 0 ]
Note On @26304 51375ms C2 T3 [ D-6(74) 90 ]
Note On @26400 51562ms C0 T1 [ D-6(74) 0 ]
Note On @26400 51562ms C0 T1 [ C-6(72) 90 ]
Note On @26400 51562ms C2 T3 [ D-6(74) 0 ]
Note On @26400 51562ms C2 T3 [ C-6(72) 90 ]
Note On @26496 51750ms C0 T1 [ C-6(72) 0 ]
Note On @26496 51750ms C0 T1 [ B-5(71) 90 ]
Note On @26496 51750ms C2 T3 [ C-6(72) 0 ]
Note On @26496 51750ms C2 T3 [ E-6(76) 90 ]
Note On @26592 51937ms C0 T1 [ B-5(71) 0 ]
Note On @26592 51937ms C0 T1 [ A-5(69) 90 ]
Note On @26592 51937ms C2 T3 [ E-6(76) 0 ]
Note On @26592 51937ms C2 T3 [ B-5(71) 90 ]
Note On @26688 52125ms C0 T1 [ A-5(69) 0 ]
Note On @26688 52125ms C0 T1 [ C-6(72) 90 ]
Note On @26688 52125ms C2 T3 [ B-5(71) 0 ]
Note On @26688 52125ms C2 T3 [ C-6(72) 90 ]
Note On @26784 52312ms C0 T1 [ C-6(72) 0 ]
Note On @26784 52312ms C0 T1 [ A-5(69) 90 ]
Note On @26784 52312ms C2 T3 [ C-6(72) 0 ]
Note On @26784 52312ms C2 T3 [ D-6(74) 90 ]
Note On @26880 52500ms C0 T1 [ A-5(69) 0 ]
Note On @26880 52500ms C0 T1 [ E-6(76) 90 ]
Note On @26880 52500ms C2 T3 [ D-6(74) 0 ]
Note On @26880 52500ms C2 T3 [ E-6(76) 90 ]
Note On @26976 52687ms C0 T1 [ E-6(76) 0 ]
Note On @26976 52687ms C0 T1 [ D-6(74) 90 ]
Note On @26976 52687ms C2 T3 [ E-6(76) 0 ]
Note On @26976 52687ms C2 T3 [ D-6(74) 90 ]
Note On @27072 52875ms C0 T1 [ D-6(74) 0 ]
Note On @27072 52875ms C0 T1 [ C-6(72) 90 ]
Note On @27072 52875ms C2 T3 [ D-6(74) 0 ]
Note On @27072 52875ms C2 T3 [ C-6(72) 90 ]
Note On @27168 53062ms C0 T1 [ C-6(72) 0 ]
Note On @27168 53062ms C0 T1 [ B-5(71) 90 ]
Note On @27168 53062ms C2 T3 [ C-6(72) 0 ]
Note On @27168 53062ms C2 T3 [ B-5(71) 90 ]
Note On @27264 53250ms C0 T1 [ B-5(71) 0 ]
Note On @27264 53250ms C0 T1 [ A-5(69) 90 ]
Note On @27264 53250ms C2 T3 [ B-5(71) 0 ]
Note On @27264 53250ms C2 T3 [ C-6(72) 90 ]
Note On @27456 53625ms C0 T1 [ A-5(69) 0 ]
Note On @27456 53625ms C0 T1 [ C-6(72) 90 ]
Note On @27456 53625ms C2 T3 [ C-6(72) 0 ]
Note On @27456 53625ms C2 T3 [ A-5(69) 90 ]
Note On @27648 54000ms C0 T1 [ C-6(72) 0 ]
Note On @27648 54000ms C0 T1 [ F-6(77) 90 ]
Note On @27648 54000ms C1 T2 [ A-5(69) 0 ]
Note On @27648 54000ms C1 T2 [ C-6(72) 0 ]
Note On @27648 54000ms C1 T2 [ E-6(76) 0 ]
Note On @27648 54000ms C1 T2 [ F-5(65) 90 ]
Note On @27648 54000ms C1 T2 [ A-5(69) 90 ]
Note On @27648 54000ms C1 T2 [ C-6(72) 90 ]
Note On @27648 54000ms C2 T3 [ A-5(69) 0 ]
Note On @27648 54000ms C2 T3 [ G-5(67) 90 ]
Note On @27744 54187ms C0 T1 [ F-6(77) 0 ]
Note On @27744 54187ms C0 T1 [ G-6(79) 90 ]
Note On @27744 54187ms C2 T3 [ G-5(67) 0 ]
Note On @27744 54187ms C2 T3 [ B-5(71) 90 ]
Note On @27840 54375ms C0 T1 [ G-6(79) 0 ]
Note On @27840 54375ms C0 T1 [ A-6(81) 90 ]
Note On @27840 54375ms C2 T3 [ B-5(71) 0 ]
Note On @27840 54375ms C2 T3 [ C-6(72) 90 ]
Note On @27936 54562ms C0 T1 [ A-6(81) 0 ]
Note On @27936 54562ms C0 T1 [ G-6(79) 90 ]
Note On @27936 54562ms C2 T3 [ C-6(72) 0 ]
Note On @27936 54562ms C2 T3 [ B-5(71) 90 ]
Note On @28032 54750ms C0 T1 [ G-6(79) 0 ]
Note On @28032 54750ms C0 T1 [ F-6(77) 90 ]
Note On @28032 54750ms C2 T3 [ B-5(71) 0 ]
Note On @28032 54750ms C2 T3 [ A-5(69) 90 ]
Note On @28128 54937ms C0 T1 [ F-6(77) 0 ]
Note On @28128 54937ms C0 T1 [ E-6(76) 90 ]
Note On @28224 55125ms C0 T1 [ E-6(76) 0 ]
Note On @28224 55125ms C0 T1 [ D-6(74) 90 ]
Note On @28224 55125ms C2 T3 [ A-5(69) 0 ]
Note On @28224 55125ms C2 T3 [ D-6(74) 90 ]
Note On @28320 55312ms C0 T1 [ D-6(74) 0 ]
Note On @28320 55312ms C0 T1 [ C-6(72) 90 ]
Note On @28320 55312ms C2 T3 [ D-6(74) 0 ]
Note On @28320 55312ms C2 T3 [ C-6(72) 90 ]
Note On @28416 55500ms C0 T1 [ C-6(72) 0 ]
Note On @28416 55500ms C0 T1 [ B-5(71) 90 ]
Note On @28416 55500ms C2 T3 [ C-6(72) 0 ]
Note On @28416 55500ms C2 T3 [ B-5(71) 90 ]
Note On @28512 55687ms C0 T1 [ B-5(71) 0 ]
Note On @28512 55687ms C0 T1 [ C-6(72) 90 ]
Note On @28512 55687ms C2 T3 [ B-5(71) 0 ]
Note On @28512 55687ms C2 T3 [ A-5(69) 90 ]
Note On @28608 55875ms C0 T1 [ C-6(72) 0 ]
Note On @28608 55875ms C0 T1 [ D-6(74) 90 ]
Note On @28608 55875ms C2 T3 [ A-5(69) 0 ]
Note On @28608 55875ms C2 T3 [ B-5(71) 90 ]
Note On @28704 56062ms C0 T1 [ D-6(74) 0 ]
Note On @28704 56062ms C0 T1 [ E-6(76) 90 ]
Note On @28704 56062ms C2 T3 [ B-5(71) 0 ]
Note On @28704 56062ms C2 T3 [ C-6(72) 90 ]
Note On @28800 56250ms C0 T1 [ E-6(76) 0 ]
Note On @28800 56250ms C0 T1 [ F-6(77) 90 ]
Note On @28800 56250ms C2 T3 [ C-6(72) 0 ]
Note On @28800 56250ms C2 T3 [ G-5(67) 90 ]
Note On @28992 56625ms C0 T1 [ F-6(77) 0 ]
Note On @28992 56625ms C0 T1 [ E-6(76) 90 ]
Note On @28992 56625ms C2 T3 [ G-5(67) 0 ]
Note On @28992 56625ms C2 T3 [ B-5(71) 90 ]
Note On @29184 57000ms C0 T1 [ E-6(76) 0 ]
Note On @29184 57000ms C0 T1 [ E-6(76) 90 ]
Note On @29184 57000ms C1 T2 [ F-5(65) 0 ]
Note On @29184 57000ms C1 T2 [ A-5(69) 0 ]
Note On @29184 57000ms C1 T2 [ C-6(72) 0 ]
Note On @29184 57000ms C1 T2 [ E-5(64) 90 ]
Note On @29184 57000ms C1 T2 [ G-5(67) 90 ]
Note On @29184 57000ms C1 T2 [ B-5(71) 90 ]
Note On @29184 57000ms C2 T3 [ B-5(71) 0 ]
Note On @29184 57000ms C2 T3 [ G-5(67) 90 ]
Note On @29280 57187ms C0 T1 [ E-6(76) 0 ]
Note On @29280 57187ms C0 T1 [ F-6(77) 90 ]
Note On @29280 57187ms C2 T3 [ G-5(67) 0 ]
Note On @29280 57187ms C2 T3 [ B-5(71) 90 ]
Note On @29376 57375ms C0 T1 [ F-6(77) 0 ]
Note On @29376 57375ms C0 T1 [ G-6(79) 90 ]
Note On @29376 57375ms C2 T3 [ B-5(71) 0 ]
Note On @29376 57375ms C2 T3 [ A-5(69) 90 ]
Note On @29472 57562ms C0 T1 [ G-6(79) 0 ]
Note On @29472 57562ms C0 T1 [ F-6(77) 90 ]
Note On @29472 57562ms C2 T3 [ A-5(69) 0 ]
Note On @29472 57562ms C2 T3 [ B-5(71) 90 ]
Note On @29568 57750ms C0 T1 [ F-6(77) 0 ]
Note On @29568 57750ms C0 T1 [ E-6(76) 90 ]
Note On @29568 57750ms C2 T3 [ B-5(71) 0 ]
Note On @29568 57750ms C2 T3 [ C-6(72) 90 ]
Note On @29664 57937ms C0 T1 [ E-6(76) 0 ]
Note On @29664 57937ms C0 T1 [ F-6(77) 90 ]
Note On @29664 57937ms C2 T3 [ C-6(72) 0 ]
Note On @29664 57937ms C2 T3 [ B-5(71) 90 ]
Note On @29760 58125ms C0 T1 [ F-6(77) 0 ]
Note On @29760 58125ms C0 T1 [ G-6(79) 90 ]
Note On @29760 58125ms C2 T3 [ B-5(71) 0 ]
Note On @29760 58125ms C2 T3 [ A-5(69) 90 ]
Note On @29856 58312ms C0 T1 [ G-6(79) 0 ]
Note On @29856 58312ms C0 T1 [ A-6(81) 90 ]
Note On @29856 58312ms C2 T3 [ A-5(69) 0 ]
Note On @29856 58312ms C2 T3 [ B-5(71) 90 ]
Note On @29952 58500ms C0 T1 [ A-6(81) 0 ]
Note On @29952 58500ms C0 T1 [ E-6(76) 90 ]
Note On @29952 58500ms C2 T3 [ B-5(71) 0 ]
Note On @29952 58500ms C2 T3 [ D-6(74) 90 ]
Note On @30048 58687ms C0 T1 [ E-6(76) 0 ]
Note On @30048 58687ms C0 T1 [ F-6(77) 90 ]
Note On @30048 58687ms C2 T3 [ D-6(74) 0 ]
Note On @30048 58687ms C2 T3 [ C-6(72) 90 ]
Note On @30144 58875ms C0 T1 [ F-6(77) 0 ]
Note On @30144 58875ms C0 T1 [ G-6(79) 90 ]
Note On @30144 58875ms C2 T3 [ C-6(72) 0 ]
Note On @30144 58875ms C2 T3 [ B-5(71) 90 ]
Note On @30240 59062ms C0 T1 [ G-6(79) 0 ]
Note On @30240 59062ms C0 T1 [ F-6(77) 90 ]
Note On @30240 59062ms C2 T3 [ B-5(71) 0 ]
Note On @30240 59062ms C2 T3 [ C-6(72) 90 ]
Note On @30336 59250ms C0 T1 [ F-6(77) 0 ]
Note On @30336 59250ms C0 T1 [ E-6(76) 90 ]
Note On @30336 59250ms C2 T3 [ C-6(72) 0 ]
Note On @30336 59250ms C2 T3 [ D-6(74) 90 ]
Note On @30432 59437ms C2 T3 [ D-6(74) 0 ]
Note On @30432 59437ms C2 T3 [ B-5(71) 90 ]
Note On @30528 59625ms C0 T1 [ E-6(76) 0 ]
Note On @30528 59625ms C0 T1 [ C-6(72) 90 ]
Note On @30528 59625ms C2 T3 [ B-5(71) 0 ]
Note On @30528 59625ms C2 T3 [ D-6(74) 90 ]
Note On @30624 59812ms C2 T3 [ D-6(74) 0 ]
Note On @30624 59812ms C2 T3 [ C-6(72) 90 ]
Note On @30720 60000ms C0 T1 [ C-6(72) 0 ]
Note On @30720 60000ms C0 T1 [ A-5(69) 90 ]
Note On @30720 60000ms C1 T2 [ E-5(64) 0 ]
Note On @30720 60000ms C1 T2 [ G-5(67) 0 ]
Note On @30720 60000ms C1 T2 [ B-5(71) 0 ]
Note On @30720 60000ms C1 T2 [ E-6(76) 90 ]
Note On @30720 60000ms C1 T2 [ G-6(79) 90 ]
Note On @30720 60000ms C1 T2 [ A-5(69) 90 ]
Note On @30720 60000ms C1 T2 [ C-6(72) 90 ]
Note On @30720 60000ms C2 T3 [ C-6(72) 0 ]
Note On @30720 60000ms C2 T3 [ D-6(74) 90 ]
Note On @30816 60187ms C2 T3 [ D-6(74) 0 ]
Note On @30816 60187ms C2 T3 [ F-6(77) 90 ]
Note On @30912 60375ms C0 T1 [ A-5(69) 0 ]
Note On @30912 60375ms C0 T1 [ E-6(76) 90 ]
Note On @30912 60375ms C2 T3 [ F-6(77) 0 ]
Note On @30912 60375ms C2 T3 [ A-6(81) 90 ]
Note On @31008 60562ms C2 T3 [ A-6(81) 0 ]
Note On @31008 60562ms C2 T3 [ F-6(77) 90 ]
Note On @31104 60750ms C0 T1 [ E-6(76) 0 ]
Note On @31104 60750ms C0 T1 [ F-6(77) 90 ]
Note On @31104 60750ms C2 T3 [ F-6(77) 0 ]
Note On @31104 60750ms C2 T3 [ D-6(74) 90 ]
Note On @31200 60937ms C2 T3 [ D-6(74) 0 ]
Note On @31200 60937ms C2 T3 [ F-6(77) 90 ]
Note On @31296 61125ms C0 T1 [ F-6(77) 0 ]
Note On @31296 61125ms C0 T1 [ E-6(76) 90 ]
Note On @31296 61125ms C2 T3 [ F-6(77) 0 ]
Note On @31296 61125ms C2 T3 [ A-6(81) 90 ]
Note On @31392 61312ms C2 T3 [ A-6(81) 0 ]
Note On @31392 61312ms C2 T3 [ F-6(77) 90 ]
Note On @31488 61500ms C0 T1 [ E-6(76) 0 ]
Note On @31488 61500ms C0 T1 [ G-5(67) 90 ]
Note On @31488 61500ms C2 T3 [ F-6(77) 0 ]
Note On @31488 61500ms C2 T3 [ D-6(74) 90 ]
Note On @31584 61687ms C2 T3 [ D-6(74) 0 ]
Note On @31584 61687ms C2 T3 [ A-6(81) 90 ]
Note On @31680 61875ms C0 T1 [ G-5(67) 0 ]
Note On @31680 61875ms C0 T1 [ D-6(74) 90 ]
Note On @31680 61875ms C2 T3 [ A-6(81) 0 ]
Note On @31680 61875ms C2 T3 [ F-6(77) 90 ]
Note On @31776 62062ms C2 T3 [ F-6(77) 0 ]
Note On @31776 62062ms C2 T3 [ D-6(74) 90 ]
Note On @31872 62250ms C0 T1 [ D-6(74) 0 ]
Note On @31872 62250ms C0 T1 [ E-6(76) 90 ]
Note On @31872 62250ms C2 T3 [ D-6(74) 0 ]
Note On @31872 62250ms C2 T3 [ F-6(77) 90 ]
Note On @32064 62625ms C0 T1 [ E-6(76) 0 ]
Note On @32064 62625ms C0 T1 [ D-6(74) 90 ]
Note On @32064 62625ms C2 T3 [ F-6(77) 0 ]
Note On @32064 62625ms C2 T3 [ E-6(76) 90 ]
Note On @32256 63000ms C0 T1 [ D-6(74) 0 ]
Note On @32256 63000ms C0 T1 [ F-5(65) 90 ]
Note On @32256 63000ms C1 T2 [ E-6(76) 0 ]
Note On @32256 63000ms C1 T2 [ G-6(79) 0 ]
Note On @32256 63000ms C1 T2 [ C-6(72) 0 ]
Note On @32256 63000ms C1 T2 [ A-5(69) 0 ]
Note On @32256 63000ms C1 T2 [ C-5(60) 90 ]
Note On @32256 63000ms C1 T2 [ E-5(64) 90 ]
Note On @32256 63000ms C1 T2 [ G-5(67) 90 ]
Note On @32256 63000ms C2 T3 [ E-6(76) 0 ]
Note On @32256 63000ms C2 T3 [ A-5(69) 90 ]
Note On @32352 63187ms C2 T3 [ A-5(69) 0 ]
Note On @32352 63187ms C2 T3 [ E-6(76) 90 ]
Note On @32448 63375ms C0 T1 [ F-5(65) 0 ]
Note On @32448 63375ms C0 T1 [ C-6(72) 90 ]
Note On @32448 63375ms C2 T3 [ E-6(76) 0 ]
Note On @32448 63375ms C2 T3 [ D-6(74) 90 ]
Note On @32544 63562ms C2 T3 [ D-6(74) 0 ]
Note On @32544 63562ms C2 T3 [ C-6(72) 90 ]
Note On @32640 63750ms C0 T1 [ C-6(72) 0 ]
Note On @32640 63750ms C0 T1 [ D-6(74) 90 ]
Note On @32640 63750ms C2 T3 [ C-6(72) 0 ]
Note On @32640 63750ms C2 T3 [ B-5(71) 90 ]
Note On @32736 63937ms C2 T3 [ B-5(71) 0 ]
Note On @32736 63937ms C2 T3 [ A-5(69) 90 ]
Note On @32832 64125ms C0 T1 [ D-6(74) 0 ]
Note On @32832 64125ms C0 T1 [ C-6(72) 90 ]
Note On @32832 64125ms C2 T3 [ A-5(69) 0 ]
Note On @32832 64125ms C2 T3 [ C-6(72) 90 ]
Note On @32928 64312ms C2 T3 [ C-6(72) 0 ]
Note On @32928 64312ms C2 T3 [ A-5(69) 90 ]
Note On @33024 64500ms C0 T1 [ C-6(72) 0 ]
Note On @33024 64500ms C0 T1 [ B-5(71) 90 ]
Note On @33024 64500ms C2 T3 [ A-5(69) 0 ]
Note On @33024 64500ms C2 T3 [ E-6(76) 90 ]
