1 1.0000 1.5000 2.0000
1 0.8631 2.5216 2.8074
1 0.7642 2.7255 2.9477
1 0.6840 2.7322 2.9140
2 0.6194 2.9312 3.0851
2 0.5665 3.2402 3.3736
3 0.5436 3.2500 3.3750
3 0.5226 3.2639 3.3816
3 0.5033 3.2810 3.3921
4 0.4855 3.2608 3.3661
4 0.4690 3.2464 3.3464
4 0.4537 3.2369 3.3321
4 0.4395 3.2313 3.3222
5 0.6784 3.3488 3.4358
5 0.6584 3.3239 3.4073
5 0.6396 3.3035 3.3835
5 0.6219 3.2868 3.3637
5 0.8274 3.2916 3.4677
5 0.8060 3.3963 3.5661
5 0.8996 3.4266 3.6595
5 0.9723 3.5232 3.7484
5 0.9511 3.5105 3.7284
6 1.0092 3.5389 3.7500
6 1.0563 3.6276 3.8323
6 1.0949 3.6169 3.8522
6 1.1265 3.6220 3.8721
6 1.1085 3.6280 3.8712
6 1.0910 3.6347 3.8714
6 1.0741 3.6421 3.8725
6 1.1024 3.6695 3.9453
6 1.1263 3.6776 3.9464
6 1.2643 3.7045 4.0156
6 1.3489 3.6927 4.0823
6 1.4128 3.7021 4.1467
6 1.4634 3.7007 4.2090
6 1.4452 3.7001 4.1971
6 1.4273 3.7002 4.1864
6 1.4099 3.7010 4.1768
7 1.3929 3.6948 4.1607
8 1.3763 3.6894 4.1458
8 1.3600 3.6849 4.1322
8 1.3441 3.6811 4.1196
8 1.3286 3.6724 4.1025
8 1.3134 3.6646 4.0865
8 1.2986 3.6575 4.0717
9 1.2841 3.6512 4.0578
9 1.2699 3.6413 4.0406
9 1.2561 3.6322 4.0245
9 1.2425 3.6238 4.0094
10 1.3115 3.6313 4.0654
10 1.3660 3.6281 4.1199
10 1.3520 3.6180 4.1018
10 1.3382 3.6086 4.0846
10 1.3248 3.5999 4.0683
11 1.3116 3.5951 4.0896
11 1.2987 3.5907 4.0777
11 1.3190 3.5949 4.0800
11 1.3371 3.5882 4.0899
11 1.3249 3.5930 4.0872
11 1.3129 3.5979 4.0850
11 1.3012 3.6029 4.0831
12 1.2896 3.6133 4.1042
12 1.2783 3.6145 4.0986
12 1.2672 3.6160 4.0934
12 1.2562 3.6177 4.0887
12 1.2455 3.6136 4.0784
13 1.2349 3.6076 4.0662
13 1.2246 3.6019 4.0545
13 1.2144 3.5966 4.0435
13 1.2044 3.5896 4.0308
13 1.1946 3.5831 4.0188
13 1.1849 3.5769 4.0072
14 1.1754 3.5731 3.9981
15 1.1661 3.5659 3.9858
15 1.1569 3.5590 3.9740
15 1.1479 3.5526 3.9626
15 1.1882 3.5706 3.9847
15 1.1792 3.5631 3.9724
15 1.1703 3.5558 3.9605
15 1.1615 3.5490 3.9491
16 1.2144 3.5473 3.9711
16 1.2055 3.5559 3.9927
16 1.2236 3.5614 4.0059
16 1.2403 3.5873 4.0270
16 1.2317 3.5843 4.0193
16 1.2472 3.5897 4.0233
16 1.2615 3.6151 4.0441
16 1.2748 3.6123 4.0518
16 1.2871 3.6153 4.0594
16 1.2789 3.6184 4.0581
16 1.2709 3.6216 4.0569
16 1.2630 3.6249 4.0558
17 1.2747 3.6334 4.0759
17 1.2856 3.6368 4.0774
17 1.3167 3.6489 4.0971
17 1.3447 3.6457 4.1167
17 1.3699 3.6515 4.1360
17 1.3929 3.6532 4.1551
17 1.3851 3.6549 4.1522
17 1.3774 3.6568 4.1495
