2 0.0000 1.5850 1.5850
3 0.7219 2.3219 2.3219
3 0.9852 2.8074 2.8074
3 1.3921 3.1699 3.1699
3 1.5219 3.1219 3.3219
4 1.5726 3.2776 3.4594
4 1.8554 3.2516 3.5850
5 1.8262 3.2389 3.7004
6 1.7885 3.1820 3.6645
6 1.7819 3.3232 3.7736
6 1.7641 3.4528 3.8750
6 1.7395 3.5725 3.9698
6 1.7721 3.6835 4.0588
6 1.7863 3.6819 4.0374
7 1.7884 3.6219 4.0219
7 1.7822 3.6304 4.0114
8 1.7797 3.7322 4.0958
9 1.7713 3.7081 4.1757
9 1.7662 3.8035 4.2516
9 1.7566 3.8137 4.2439
9 1.7439 3.8253 4.2389
9 1.7468 3.9121 4.3104
9 1.7449 3.9947 4.3788
10 1.7394 4.0044 4.4442
10 1.7311 3.9736 4.4151
10 1.7207 3.9621 4.4137
11 1.7086 3.9764 4.4139
12 1.7155 3.9683 4.4761
12 1.7143 3.9842 4.4770
12 1.7106 4.0576 4.5363
12 1.7049 4.0724 4.5378
12 1.7113 4.0441 4.5200
12 1.7146 4.1132 4.5766
13 1.7094 4.1285 4.6313
13 1.7029 4.1439 4.6842
13 1.7056 4.2083 4.7354
13 1.6989 4.2048 4.7849
14 1.6911 4.2023 4.7865
14 1.6936 4.2633 4.8342
15 1.6942 4.2502 4.8361
15 1.6955 4.2490 4.8222
15 1.6952 4.2485 4.8095
15 1.6935 4.2645 4.8137
15 1.6907 4.2803 4.8184
15 1.6923 4.3362 4.8635
15 1.6891 4.3268 4.8533
15 1.6850 4.3806 4.8971
15 1.6802 4.3594 4.8877
15 1.6747 4.3747 4.9303
16 1.6687 4.3673 4.9216
16 1.6621 4.4185 4.9630
16 1.6552 4.4051 4.9683
16 1.7178 4.4203 5.0083
16 1.7100 4.4082 4.9923
17 1.7019 4.3880 4.9773
17 1.7062 4.4039 5.0164
18 1.7093 4.4076 5.0224
18 1.7113 4.4235 5.0285
18 1.7124 4.4274 5.0230
18 1.7126 4.4316 5.0180
18 1.7155 4.4360 5.0249
18 1.7097 4.4817 5.0618
18 1.7036 4.5264 5.0980
18 1.6972 4.5700 5.1334
18 1.6907 4.5842 5.1395
19 1.6839 4.6264 5.1739
19 1.6769 4.6227 5.1799
19 1.6698 4.6364 5.1859
19 1.6625 4.6500 5.1921
19 1.6552 4.6635 5.1984
20 1.6477 4.6669 5.2047
20 1.6529 4.7063 5.2371
21 1.6573 4.6950 5.2336
21 1.6608 4.7335 5.2653
21 1.6636 4.7462 5.2714
21 1.6658 4.7436 5.2623
21 1.6698 4.7471 5.2931
21 1.6638 4.7840 5.3234
21 1.6673 4.7874 5.3532
21 1.6615 4.8234 5.3825
22 1.6556 4.8355 5.4113
22 1.6589 4.8387 5.4397
22 1.6531 4.8366 5.4363
22 1.6472 4.8402 5.4416
23 1.6503 4.8384 5.4470
23 1.6445 4.8505 5.4524
24 1.6473 4.8490 5.4497
24 1.6508 4.8438 5.4380
24 1.6538 4.8480 5.4359
24 1.6563 4.8471 5.4288
24 1.6589 4.8514 5.4558
24 1.6540 4.8394 5.4451
24 1.6490 4.8299 5.4436
24 1.6515 4.8261 5.4423
25 1.6466 4.8226 5.4411
25 1.6416 4.8352 5.4673
25 1.6366 4.8318 5.4736
25 1.6314 4.8444 5.4993
25 1.6263 4.8342 5.4935
25 1.6210 4.8396 5.5188
26 1.6158 4.8341 5.5097
26 1.6105 4.8396 5.5159
26 1.6051 4.8287 5.5046
27 1.5998 4.8181 5.4962
27 1.6038 4.8195 5.4915
27 1.6075 4.8210 5.4869
27 1.6107 4.8270 5.4869
27 1.6135 4.8330 5.4871
27 1.6173 4.8346 5.4939
